Mod:Item:MetaData, Localized Name
props:props:2737, Vanity Center Black
props:props:2738, Vanity Right Medium
props:props:2739, Vanity Right Dark
props:props:2740, Vanity Right Beach
props:props:2741, Vanity Right White
props:props:2742, Vanity Right Black
props:props:2743, Credenza Dark
props:props:2744, Credenza Beach
props:props:2745, Credenza White
props:props:2746, Credenza Black
props:props:2747, Double Bed White Medium
props:props:2748, Double Bed Yellow Medium
props:props:2749, Double Bed Pink Dark
props:props:2750, Double Bed Black Dark
props:props:2751, Double Bed Blue Dark
props:props:2752, Double Bed Brown Dark
props:props:2753, Double Bed Coral Dark
props:props:2754, Double Bed Cyan Dark
props:props:2755, Double Bed Fuchsia Dark
props:props:2756, Double Bed Green Dark
props:props:2757, Double Bed Grey Dark
props:props:2758, Double Bed Light Blue Dark
props:props:2759, Double Bed Lime Dark
props:props:2760, Double Bed Orange Dark
props:props:2761, Double Bed Purple Dark
props:props:2762, Double Bed Razzle Dark
props:props:2763, Double Bed Red Dark
props:props:2764, Double Bed White Dark
props:props:2765, Double Bed Yellow Dark
props:props:2766, Double Bed Pink Beach
props:props:2767, Double Bed Black Beach
props:props:2768, Double Bed Blue Beach
props:props:2769, Double Bed Brown Beach
props:props:2770, Double Bed Coral Beach
props:props:2771, Double Bed Cyan Beach
props:props:2772, Double Bed Fuchsia Beach
props:props:2773, Double Bed Green Beach
props:props:2774, Double Bed Grey Beach
props:props:2775, Double Bed Light Blue Beach
props:props:2776, Double Bed Lime Beach
props:props:2777, Double Bed Orange Beach
props:props:2778, Double Bed Purple Beach
props:props:2779, Double Bed Razzle Beach
props:props:2780, Double Bed Red Beach
props:props:2781, Double Bed White Beach
props:props:2782, Double Bed Yellow Beach
props:props:2783, Double Bed Pink Black
props:props:2784, Double Bed Black Black
props:props:2785, Double Bed Blue Black
props:props:2786, Double Bed Brown Black
props:props:2787, Double Bed Coral Black
props:props:2788, Double Bed Cyan Black
props:props:2789, Double Bed Fuchsia Black
props:props:2790, Double Bed Green Black
props:props:2791, Double Bed Grey Black
props:props:2792, Double Bed Light Blue Black
props:props:2793, Double Bed Lime Black
props:props:2794, Double Bed Orange Black
props:props:2795, Double Bed Purple Black
props:props:2796, Double Bed Razzle Black
props:props:2797, Double Bed Red Black
props:props:2798, Double Bed White Black
props:props:2799, Double Bed Yellow Black
props:props:2800, Double Bed Pink White
props:props:2801, Double Bed Black White
props:props:2802, Double Bed Blue White
props:props:2803, Double Bed Brown White
props:props:2804, Double Bed Coral White
props:props:2805, Double Bed Cyan White
props:props:2806, Double Bed Fuchsia White
props:props:2807, Double Bed Green White
props:props:2808, Double Bed Grey White
props:props:2809, Double Bed Light Blue White
props:props:2810, Double Bed Lime White
props:props:2811, Double Bed Orange White
props:props:2812, Double Bed Purple White
props:props:2813, Double Bed Razzle White
props:props:2814, Double Bed Red White
props:props:2815, Double Bed White White
props:props:2816, Double Bed Yellow White
props:props:2817, Single Bed Pink Medium
props:props:2818, Single Bed Brown Medium
props:props:2819, Single Bed Orange Medium
props:props:2820, Single Bed Purple Medium
props:props:2821, Single Bed Blue Medium
props:props:2822, Single Bed Lime Medium
props:props:2823, Single Bed Green Medium
props:props:2824, Single Bed Fuchsia Medium
props:props:2825, Single Bed Light Blue Medium
props:props:2826, Single Bed Razzle Medium
props:props:2827, Single Bed Red Medium
props:props:2828, Single Bed White Medium
props:props:2829, Single Bed Black Medium
props:props:2830, Single Bed Yellow Medium
props:props:2831, Single Bed Coral Medium
props:props:2832, Single Bed Cyan Medium
props:props:2833, Single Bed Pink Dark
props:props:2834, Single Bed Brown Dark
props:props:2835, Single Bed Orange Dark
props:props:2836, Single Bed Purple Dark
props:props:2837, Single Bed Blue Dark
props:props:2838, Single Bed Lime Dark
props:props:2839, Single Bed Green Dark
props:props:2840, Single Bed Fuchsia Dark
props:props:2841, Single Bed Light Blue Dark
props:props:2842, Single Bed Razzle Dark
props:props:2843, Single Bed Red Dark
props:props:2844, Single Bed White Dark
props:props:2845, Single Bed Black Dark
props:props:2846, Single Bed Yellow Dark
props:props:2847, Single Bed Coral Dark
props:props:2848, Single Bed Cyan Dark
props:props:2849, Single Bed Pink Beach
props:props:2850, Single Bed Brown Beach
props:props:2851, Single Bed Orange Beach
props:props:2852, Single Bed Purple Beach
props:props:2853, Single Bed Blue Beach
props:props:2854, Single Bed Lime Beach
props:props:2855, Single Bed Green Beach
props:props:2856, Single Bed Fuchsia Beach
props:props:2857, Single Bed Light Blue Beach
props:props:2858, Single Bed Razzle Beach
props:props:2859, Single Bed Red Beach
props:props:2860, Single Bed White Beach
props:props:2861, Single Bed Black Beach
props:props:2862, Single Bed Yellow Beach
props:props:2863, Single Bed Coral Beach
props:props:2864, Single Bed Cyan Beach
props:props:2865, Single Bed Pink Black
props:props:2866, Single Bed Brown Black
props:props:2867, Single Bed Orange Black
props:props:2868, Single Bed Purple Black
props:props:2869, Single Bed Blue Black
props:props:2870, Single Bed Lime Black
props:props:2871, Single Bed Green Black
props:props:2872, Single Bed Fuchsia Black
props:props:2873, Single Bed Light Blue Black
props:props:2874, Single Bed Razzle Black
props:props:2875, Single Bed Red Black
props:props:2876, Single Bed White Black
props:props:2877, Single Bed Black Black
props:props:2878, Single Bed Yellow Black
props:props:2879, Single Bed Coral Black
props:props:2880, Single Bed Cyan Black
props:props:2881, Single Bed Pink White
props:props:2882, Single Bed Brown White
props:props:2883, Single Bed Orange White
props:props:2884, Single Bed Purple White
props:props:2885, Single Bed Blue White
props:props:2886, Single Bed Lime White
props:props:2887, Single Bed Green White
props:props:2888, Single Bed Fuchsia White
props:props:2889, Single Bed Light Blue White
props:props:2890, Single Bed Razzle White
props:props:2891, Single Bed Red White
props:props:2892, Single Bed White White
props:props:2893, Single Bed Black White
props:props:2894, Single Bed Yellow White
props:props:2895, Single Bed Coral White
props:props:2896, Single Bed Cyan White
props:props:2897, Single Bed Grey Light
props:props:2898, Single Bed Grey Medium
props:props:2899, Single Bed Grey Dark
props:props:2900, Single Bed Grey Beach
props:props:2901, Single Bed Grey White
props:props:2902, Single Bed Grey Black
props:props:2903, Rocking Chair Medium
props:props:2904, Rocking Chair Dark
props:props:2905, Rocking Chair Beach
props:props:2906, Rocking Chair White
props:props:2907, Rocking Chair Black
props:props:2908, Closet 2 Beach
props:props:2909, Closet 3 Beach
props:props:2911, Closet 4 Beach
props:props:2912, Closet 5 Beach
props:props:2913, Closet 6 Beach
props:props:2915, Closet 7 Beach
props:props:2917, Closet 1 Beach
props:props:2918, Wood Desk Medium
props:props:2919, Wood Desk Dark
props:props:2920, Wood Desk Beach
props:props:2921, Wood Desk White
props:props:2922, Wood Desk Black
props:props:2923, Wooden Office Chair Medium
props:props:2924, Wooden Office Chair Dark
props:props:2925, Wooden Office Chair Beach
props:props:2926, Wooden Office Chair White
props:props:2927, Wooden Office Chair Black
props:props:2928, Filing Cabinet Medium
props:props:2929, Filing Cabinet Dark
props:props:2930, Filing Cabinet Beach
props:props:2931, Filing Cabinet White
props:props:2932, Filing Cabinet Black
props:props:2933, Filing Cabinet Light Open
props:props:2934, Filing Cabinet Medium Open
props:props:2935, Filing Cabinet Dark Open
props:props:2936, Filing Cabinet Beach Open
props:props:2937, Filing Cabinet White Open
props:props:2938, Filing Cabinet Black Open
props:props:2939, Patron Doll Justice Kippi
props:props:2940, Patron Doll Dusty21134
props:props:2941, Patron Doll Freyjadono
props:props:2942, Patron Doll KarMagick
props:props:2943, Patron Doll Hugstoall
props:props:2944, Patron Doll texaswriter
props:props:2945, Patron Doll Flossy
props:props:2946, Patron Doll the_creeper2007
props:props:2947, Patron Doll WriteEscape
props:props:2948, Beach Umbrella Rainbow
props:props:2949, Patron Doll thecodymaverick
props:props:2950, Patron Doll Sirbonycus
props:props:2951, Patron Doll H2ODeliriousYT
props:props:2952, Patron Doll CaRtOoNz_YT
props:props:2953, Patron Doll DeadSquirrel
props:props:2954, Patron Doll Ohmwrecker
props:props:2955, Patron Doll gorillaphent
props:props:2956, Wooden Table White
props:props:2957, Wooden Table Black
props:props:2958, Wooden Table 2 Medium
props:props:2959, Wooden Table 2 Dark
props:props:2960, Wooden Table 2 Beach
props:props:2961, Wooden Table 2 White
props:props:2962, Wooden Table 2 Black
props:props:2963, Bedside Shelf Beach
props:props:2965, Medium BookShelf Beach
props:props:2966, Wall BookShelf Beach
props:props:2967, Modern Bed Beach Wood
props:props:2968, Modern Bed Beach Dark Blue
props:props:2969, Modern Bed Beach Orange
props:props:2970, Modern Bed Beach Purple
props:props:2971, Modern Bed Beach Blue
props:props:2972, Modern Bed Beach Lime
props:props:2973, Modern Bed Beach Green
props:props:2974, Modern Bed Beach Fuchsia
props:props:2975, Modern Bed Beach Light Blue
props:props:2976, Modern Bed Beach Razzle
props:props:2977, Modern Bed Beach Red
props:props:2978, Modern Bed Beach Pink
props:props:2979, Modern Bed Beach Yellow
props:props:2980, Modern Bed Beach Coral
props:props:2981, Modern Bed Beach Cyan
props:props:2982, Modern Bed Beach Grey
props:props:2983, Modern Bed Beach Black
props:props:2984, Storage Bed Beach Wood
props:props:2985, Storage Bed Beach Dark Blue
props:props:2986, Storage Bed Beach Orange
props:props:2987, Storage Bed Beach Purple
props:props:2988, Storage Bed Beach Blue
props:props:2989, Storage Bed Beach Lime
props:props:2990, Storage Bed Beach Green
props:props:2991, Storage Bed Beach Fuchsia
props:props:2992, Storage Bed Beach Light Blue
props:props:2993, Storage Bed Beach Razzle
props:props:2994, Storage Bed Beach Red
props:props:2995, Storage Bed Beach Pink
props:props:2996, Storage Bed Beach Yellow
props:props:2997, Storage Bed Beach Coral
props:props:2998, Storage Bed Beach Cyan
props:props:2999, Storage Bed Beach Grey
props:props:3000, Storage Bed Beach Black
props:props:3001, Storage Desk Beach
props:props:3002, Industrial TV Stand Beach
props:props:3003, TV Stand Black
props:props:3004, TV Stand White
props:props:3005, TV Stand Medium
props:props:3006, TV Stand Dark
props:props:3007, TV Stand Beach
props:props:3008, Dresser Medium
props:props:3009, Dresser Dark
props:props:3010, Dresser Beach
props:props:3011, Dresser Black
props:props:3012, Dresser White
props:props:3013, Sideboard Medium
props:props:3014, Sideboard Dark
props:props:3015, Sideboard Beach
props:props:3016, Sideboard Black
props:props:3017, Sideboard White
props:props:3018, Wardrobe Medium
props:props:3019, Wardrobe Dark
props:props:3020, Wardrobe Beach
props:props:3021, Wardrobe Black
props:props:3022, Wardrobe White
props:props:3023, Door 1 Left Beach
props:props:3024, Door 1 Right Beach
props:props:3025, Door 2 Left Beach
props:props:3026, Door 2 Right Beach
props:props:3027, Door 4 Left Light
props:props:3028, Door 4 Left Medium
props:props:3029, Door 4 Left Dark
props:props:3030, Door 4 Left Beach
props:props:3031, Door 4 Right Light
props:props:3032, Door 4 Right Medium
props:props:3033, Door 4 Right Dark
props:props:3034, Door 4 Right Beach
props:props:3035, Tall Lamp 4
props:props:3036, Ingolf Chair Beach
props:props:3037, Borje Chair Beach
props:props:3038, Borje Chair Beach Dark Blue
props:props:3039, Borje Chair Beach Orange
props:props:3040, Borje Chair Beach Purple
props:props:3041, Borje Chair Beach Blue
props:props:3042, Borje Chair Beach Lime
props:props:3043, Borje Chair Beach Green
props:props:3044, Borje Chair Beach Fuchsia
props:props:3045, Borje Chair Beach Light Blue
props:props:3046, Borje Chair Beach Razzle
props:props:3047, Borje Chair Beach Red
props:props:3048, Borje Chair Beach Pink
props:props:3049, Borje Chair Beach Black
props:props:3050, Borje Chair Beach Yellow
props:props:3051, Borje Chair Beach Coral
props:props:3052, Borje Chair Beach Cyan
props:props:3053, Borje Chair Beach Gray
props:props:3054, Industrial Coffee Table Beach
props:props:3055, Industrial Table 1 Beach
props:props:3056, Industrial Table 2 Beach
props:props:3057, Shutter Left Beach Wood
props:props:3058, Shutter Right Beach Wood
props:props:3059, Horizontal Window Beach Wood
props:props:3060, Bowl Sink Black
props:props:3061, Bowl Sink White
props:props:3062, Bowl Sink Medium
props:props:3063, Bowl Sink Dark
props:props:3064, Bowl Sink Beach
props:props:3065, Banister 1 Wood Beach
props:props:3066, Banister 1 Wood Black
props:props:3067, Banister 1 Wood White
props:props:3068, Bay Window Beach Wood
props:props:3069, Bay Window Tall Beach Wood
props:props:3070, Single Block Window Beach Wood
props:props:3071, Tiny Window Beach Wood
props:props:3072, Glass Block Window Beach Wood
props:props:3073, Single Diamond Pane Window Beach Wood
props:props:3074, Diamond Pane Window Beach Wood
props:props:3075, Garden Style Window Beach Wood
props:props:3076, Single Table Beach Wood
props:props:3077, Double Table Beach Wood
props:props:3078, Large Table Beach Wood
props:props:3252, Billiard Table H20
props:props:3253, Statue H2ODeliriousYT
props:props:3254, Patron Doll Jakl
props:props:3255, Patron Doll WerewolfEnthusiast
props:props:3256, Patron Doll AnimationSpirit
props:props:3257, Wall Mounted Bat
props:props:3258, Wall Mounted Hockey Mask
props:props:3259, End Table Beach Wood
props:props:3260, Wrought Iron Table
props:props:3261, Wrought Iron Chair
props:props:3262, WallFountain
props:props:3263, Arabic Window
props:props:3264, Happy Birthday
props:props:3265, Potted Fern
props:props:3266, Potted Nopal
props:props:3267, Potted Palm
props:props:3268, Drying Rack
props:props:3269, Paper Towels
props:props:3270, Heart Curtain
props:clay:0, Red Crafting Clay
props:clay:1, Blue Crafting Clay
props:clay:2, Green Crafting Clay
props:tool, Decowand
extrautils2:snowglobe:0, Magical Snow Globe
extrautils2:snowglobe:1, Magical Snow Globe
extrautils2:wateringcan, Watering Can
extrautils2:itemcreativedestructionwand, Creative Destruction Wand
extrautils2:unstableingots:0, Unstable Ingot
extrautils2:unstableingots:1, Stable-'Unstable Nugget'
extrautils2:unstableingots:2, Stable-'Unstable Ingot'
extrautils2:itembuilderswand, Builders Wand
extrautils2:itemdestructionwand, Destruction Wand
extrautils2:itemcreativebuilderswand, Creative Builders Wand
extrautils2:soundmuffler, Sound Muffler
extrautils2:enderlilly, Ender Lilly
extrautils2:decorativesolidwood:0, Magical Planks
extrautils2:decorativesolidwood:1, Magical Wood
extrautils2:decorativesolidwood:2, Diagonal Wood
extrautils2:trashcan, Trash Can
extrautils2:trashcanfluid, Trash Can (Fluid)
extrautils2:trashcanenergy, Trash Can (Energy)
extrautils2:angelblock, Angel Block
extrautils2:passivegenerator:0, Solar Panel
extrautils2:passivegenerator:1, Lunar Panel
